*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Describe the conversation you had with your employer about your mental health, including their reactions and what actions were taken to address your mental health issue/questions.",Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Describe the conversation with coworkers you had about your mental health including their reactions.,Have you ever had a coworker discuss their or another coworker's mental health with you?,Describe the conversation your coworker had with you about their mental health (please do not use names).,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,"Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.",Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Describe the conversation you had with your previous coworkers about your mental health including their reactions.,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,Describe the conversation your coworker had with you about their mental health (please do not use names).,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you ever been *diagnosed* with a mental health disorder?,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-Traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Describe the circumstances of the badly handled or unsupportive response.,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Describe the circumstances of the supportive or well handled response.,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,"If there is anything else you would like to tell us that has not been covered by the survey questions, please use this space to do so.",Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,Other,What country do you *work* in?,What US state or territory do you *work* in?,Have you been diagnosed with COVID-19?,Start Date (UTC),Submit Date (UTC),Network ID
0,More than 1000,0,0,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Maybe,0,,Maybe,0,,1,They just said they had burnout,6,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,No,Often,Sometimes,Maybe,5,Maybe,,No,,0,,,5,Maybe/Not sure,,Maybe/Not sure,,3,,,0,25,Male,Germany,,,,Germany,,,11/28/2021 10:15,11/28/2021 10:22,5a06714514
0,26-100,1,1,No,N/A,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,0,,No,0,,1,My coworker felt stressed at times when he couldn't balance his personal financial stress and work pressure leading to frustration and losing interest to work.,8,5,,,,,,,,,1,1,"No, none did",N/A (none offered),None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",0,,At some of my previous employers,0,,0,,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Sometimes,Sometimes,Yes,2,No,"IMO, The chances of losing recognition at the workplace is high if I reveal my mental health issues.",No,The chances of losing my job application is very high if I would reveal.,0,,,3,No,,No,,2,,,0,29,Male,India,,,,India,,,11/27/2021 6:26,11/27/2021 6:56,ca448a6bfc
0,26-100,0,0,No,No,No,No,No,Somewhat difficult,Physical health,No,0,,Yes,0,,0,,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,Yes,8,No,,No,,0,,,2,"Yes, I experienced",,No,,2,,,0,40,F,Germany,,,,Germany,,,11/26/2021 6:16,11/26/2021 6:20,aa4930b8e0
0,100-500,1,0,No,Yes,No,No,I don't know,Very easy,Same level of comfort for each,Yes,0,,Yes,1,ok,1,ok,8,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,No,10,Maybe,"if the disease does not affect the work, I think there is no need to mention it in the recruitment process",Maybe,"if the issue does not affect the work/work with others, I think there is no need to mention it in the recruitment process",0,,,5,No,,No,,2,no comment,,0,26,female,Macedonia,,,,Macedonia,,,11/25/2021 12:45,11/25/2021 12:56,72cf04e04b
0,100-500,1,1,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,0,,No,0,,0,,5,0,,,,,,,,,1,1,"No, none did",N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0,,At some of my previous employers,1,We talked about how the job wasn't fulfilling. How my boss was treating me. They were sympathetic.,1,Stress. Feeling overwhelmed.,5,0,Possibly,,,,,,,,,,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,,,,,,,,,,,,,,,,,,,,,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,7,Maybe,Fear of not getting the job.,No,Fear of not getting the job.,0,,,3,Maybe/Not sure,,Maybe/Not sure,,1,Less deadlines. We are overworked.,,0,25,Male,Macedonia,,,,Macedonia,,,11/25/2021 12:22,11/25/2021 12:32,e0e2349466
0,26-100,1,1,Yes,N/A,I don't know,I don't know,Yes,Very easy,Physical health,No,0,,Maybe,0,,1,,10,7,,,,,,,,,1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,,At some of my previous employers,1,,1,,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,No,6,No,,No,,0,,,5,No,,Maybe/Not sure,,3,,,0,24,Female,Macedonia,,,,Macedonia,,,11/25/2021 10:28,11/25/2021 10:37,8cb0e83610
0,100-500,0,1,I don't know,No,No,Yes,Yes,Somewhat easy,Physical health,No,0,,Maybe,0,,1,,5,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Rarely,Maybe,10,Maybe,,Yes,,1,0,,5,Maybe/Not sure,,Maybe/Not sure,,5,,,1,25,f,Slovenia,,,,Slovenia,,,11/25/2021 10:14,11/25/2021 10:18,5cc1eb4f93
0,26-100,1,1,No,No,No,No,No,Somewhat easy,Same level of comfort for each,Maybe,0,,Maybe,0,,0,,7,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,No,9,Yes,"Is important to me in the first place to discuss it and if the company does not care for it, it means it will not care for me.",Yes,Same,1,0,,2,"Yes, I observed",,No,,3,,,0,22,Male,Albania,,,,Albania,,,11/25/2021 10:05,11/25/2021 10:11,4076fc4f3b
0,26-100,1,1,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,0,,No,0,,0,,5,5,,,,,,,,,1,0,"No, none did",N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",0,,"No, at none of my previous employers",0,,0,,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't Know,0,No,Sometimes,Often,No,2,Maybe,,No,,0,,,5,No,,No,,3,,,0,27,male,Macedonia,,,,Macedonia,,,11/25/2021 9:57,11/25/2021 10:04,ca6a47f858
0,25-Jun,0,1,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,Physical health,Yes,1,,Yes,1,,1,,8,6,,,,,,,,,1,0,I don't know,N/A (was not aware),I don't know,Some did,I don't know,Same level of comfort for each,I don't know,0,,"No, at none of my previous employers",0,,0,,7,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,Maybe,8,Maybe,,Maybe,,0,,,5,Maybe/Not sure,,"Yes, I experienced",,3,,,0,25,female,Slovenia,,,,Slovenia,,,11/24/2021 23:33,11/24/2021 23:39,bb86c97dbc
0,500-1000,1,1,Not eligible for coverage / NA,No,No,I don't know,I don't know,Difficult,Same level of comfort for each,No,0,,Maybe,1,.,1,.,8,3,,,,,,,,,1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",1,.,At some of my previous employers,1,.,1,.,6,0,Possibly,,,,,,,,,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,Stress Response Syndromes,,,Addictive Disorder,,,,,,,,,,,,,,,Possibly,0,No,Sometimes,Often,Maybe,2,Maybe,"Because sometimes you have to be absent, so it is easier maybe if they know there is a problem",No,Because i think they wont understand and none wants to work with mentally disordered person,0,,,2,No,,No,,1,"It cant happen, because there is a lot of work, i am not sure someone will worry a lot and waste a lot of time with the employees",.,0,25,Female,Slovenia,,,,Slovenia,,,11/24/2021 12:30,11/24/2021 12:47,ca4c13d4f0
0,5-Jan,1,1,No,No,Yes,No,Yes,Somewhat easy,Same level of comfort for each,Yes,0,,No,0,,0,,2,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Possibly,0,No,Rarely,Often,Maybe,4,Yes,,Yes,,0,,,10,Maybe/Not sure,,"Yes, I experienced",,3,"Team buildings, provide sport membership, visit seminars on mental health importance",,0,23,Male,Slovenia,,,,Slovenia,,,11/24/2021 11:01,11/24/2021 11:09,6e9eb64b63
0,More than 1000,0,1,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,1,,Yes,1,,1,,8,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,No,Not applicable to me,Not applicable to me,N/A,8,Yes,,Yes,,0,,,7,No,,"Yes, I experienced",,2,,,1,27,Female,Slovenia,,,,Slovenia,,,11/24/2021 10:21,11/24/2021 10:40,155bf78caa
0,More than 1000,0,1,I don't know,No,No,Yes,Yes,Difficult,Mental health,Yes,0,,Maybe,0,,1,said he was bipolar,10,10,,,,,,,,,1,1,Some did,I was aware of some,None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1,i said I have been diagnosed with bipolar and i need a break,"Yes, at all of my previous employers",0,,1,na,10,10,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,,,,,,,,Yes,1,Yes,Sometimes,Often,No,2,Maybe,could be a ground for rejection...,No,could be a ground for rejection,0,,,3,No,,Maybe/Not sure,,3,more awareness programs...more on site meetings with counsellors,I am wondering how responses changed due to COVID,1,33,Male,United States of America,Texas,Asian,,United States of America,Texas,,11/23/2021 4:08,11/23/2021 4:18,fdfe1a9c0c
0,More than 1000,1,1,Yes,No,No,No,Yes,Somewhat difficult,Physical health,No,0,,Maybe,0,,0,,6,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,Possibly,,,,,,,,,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,,,,,,,,,,,,,,,,,,,,,Don't Know,0,No,Rarely,Sometimes,No,5,No,,No,,0,,,5,No,,No,,4,,,0,22,Male,India,,,,India,,,11/22/2021 4:39,11/22/2021 4:47,e747f790b5
0,26-100,1,1,Yes,No,No,Yes,Yes,Very easy,Physical health,Yes,1,,Yes,1,,1,,7,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,Often,Often,Yes,0,Yes,,Yes,,1,1,5,5,Maybe/Not sure,,Maybe/Not sure,,3,,,0,45,woman,Austria,,,,Austria,,,11/19/2021 21:00,11/19/2021 21:19,7cd257a9e1
0,More than 1000,1,1,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,0,,Yes,1,About anxiety and covid. They gave me advice what to do and how to overcome.,1,,5,5,,,,,,,,,1,1,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0,,At some of my previous employers,1,,1,,3,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Possibly,0,No,Sometimes,Sometimes,No,10,Yes,So that they are aware of future issues and maybe be more tolerable.,Yes,,0,,,10,"Yes, I observed",,"Yes, I observed",,3,Give information about mental health support at the beginning of employment.,,0,25,Female,Macedonia,,,,Slovenia,,,11/17/2021 11:43,11/17/2021 17:31,8d24d3b8d3
